transaction_id,account_id,customer_id,transaction_type,transaction_amount,transaction_channel,transaction_status,transaction_date
2797.0,514,367,Deposit,2359705.85,ATM,Failed,2024-07-22 15:11:31
2798.0,794,564,Deposit,1927218.23,ATM,Successful,2025-04-27 08:53:49
2799.0,358,299,,2621201.8,MOBILE BANKING,Successful,2024-06-08 13:27:03
2800.0,485,539,,3983013.83,MOBILE BANKING,Successful,2025-11-27 12:27:00
2801.0,406,457,Withdrawal,4950674.08,ATM,Successful,2024-12-20 22:54:22
2802.0,491,85,Transfer,2916546.15,MOBILE BANKING,Failed,2026-04-01 16:04:22
2803.0,273,569,Withdrawal,1589539.38,ATM,,2024-05-23 23:58:48
2804.0,456,22,Deposit,3334549.49,MOBILE BANKING,Successful,2025-08-20 03:49:04
2805.0,190,562,Withdrawal,4015855.77,ATM,,2026-04-16 23:18:43
,82,556,,8667.85,MOBILE BANKING,,2025-06-09 23:30:58
2807.0,192,574,Withdrawal,188826.72,ATM,Successful,2026-02-12 12:08:48
2808.0,544,79,,2409836.7,ATM,Successful,2025-08-25 01:28:42
2809.0,36,165,Transfer,3892639.55,MOBILE BANKING,,2024-12-11 07:11:45
2810.0,526,438,Transfer,1192079.34,ATM,Successful,2026-03-17 11:13:28
2811.0,119,393,Transfer,1612454.54,ATM,Successful,2024-11-22 13:26:30
2812.0,58,491,Transfer,1318710.15,,Failed,2024-06-06 00:15:29
2813.0,720,592,Deposit,3829335.26,ATM,Successful,2026-02-26 15:25:27
2814.0,599,235,Withdrawal,144368.63,ATM,Failed,2025-06-17 15:38:47
2815.0,189,515,,1981896.17,,,2025-10-24 11:08:35
2816.0,656,455,Withdrawal,3962371.0,,Successful,2025-04-16 12:50:26
2817.0,730,559,Withdrawal,2427016.57,MOBILE BANKING,Successful,2026-03-17 19:23:06
2818.0,192,584,,1709539.43,ATM,Failed,2025-03-17 05:42:07
2819.0,623,14,Deposit,4779770.93,MOBILE BANKING,Successful,2025-01-07 16:17:30
2820.0,61,261,Deposit,1492846.3,MOBILE BANKING,Successful,2025-03-29 01:51:33
2821.0,651,313,Deposit,2465007.36,,Successful,2026-01-04 22:10:28
2822.0,256,391,Withdrawal,3194673.18,,Failed,2025-07-01 09:19:19
2823.0,157,79,Deposit,4131278.21,,Successful,2025-07-15 17:09:28
2824.0,414,351,Deposit,4182367.72,POS,Failed,2025-08-25 03:57:37
2825.0,631,597,Transfer,4822406.7,ATM,Successful,2024-08-22 10:39:40
2826.0,139,25,,3575438.02,ATM,,2026-04-09 22:55:40
2827.0,223,260,Deposit,1609870.38,,Failed,2026-02-23 21:00:57
2828.0,468,117,Transfer,1090597.63,ATM,Successful,2025-01-18 00:40:53
2829.0,734,112,Deposit,3393278.22,,Successful,2025-11-01 09:57:19
2830.0,717,341,,1150914.04,ATM,Successful,2025-09-26 23:04:44
2831.0,415,179,Deposit,847859.11,ATM,Successful,2024-11-23 16:44:32
2832.0,789,307,Withdrawal,4889896.89,POS,Successful,2025-01-24 04:35:58
2834.0,39,187,Deposit,3378834.18,POS,Successful,2025-02-02 00:56:08
2835.0,723,590,,4506456.68,,,2025-04-05 12:32:05
2836.0,268,397,Deposit,4975235.4,POS,Failed,2024-08-04 20:47:37
2837.0,578,400,Deposit,3814705.77,ATM,Successful,2024-09-02 08:20:41
2838.0,235,254,Deposit,2818394.27,POS,Successful,2024-11-29 02:51:18
2839.0,537,256,Withdrawal,2450068.52,ATM,Successful,2025-07-28 11:26:31
2840.0,560,252,Deposit,830633.51,,Successful,2024-11-13 04:34:20
2841.0,102,108,Withdrawal,4080097.35,MOBILE BANKING,Successful,2025-10-20 14:29:14
2842.0,197,449,Deposit,3223525.4,MOBILE BANKING,Successful,2025-01-16 04:45:19
2843.0,673,138,,3729832.54,MOBILE BANKING,Successful,2024-12-07 11:38:40
2844.0,669,578,Deposit,3709680.87,MOBILE BANKING,,2025-11-27 18:05:28
2845.0,32,298,Deposit,4268583.93,POS,Successful,2024-11-03 04:04:17
2846.0,485,76,,1791501.41,MOBILE BANKING,Successful,2025-06-18 06:59:32
2847.0,550,492,Deposit,3532447.69,,Successful,2025-03-10 04:44:10
2848.0,649,431,Deposit,4490647.02,MOBILE BANKING,Successful,2025-01-14 18:22:15
2849.0,175,235,Withdrawal,1092053.16,POS,,2025-08-27 05:49:21
2850.0,142,471,Withdrawal,2839825.04,POS,Successful,2026-02-13 11:32:34
2851.0,568,490,Transfer,2435438.03,MOBILE BANKING,Failed,2024-12-30 20:10:54
2852.0,679,292,Deposit,941442.41,ATM,Failed,2026-01-13 03:46:29
2853.0,172,305,Deposit,1995736.64,ATM,Successful,2025-08-30 07:42:45
2854.0,710,366,Withdrawal,280769.8,,Successful,2024-09-22 06:53:42
2855.0,780,14,,4731402.07,ATM,Failed,2026-02-14 04:01:35
2856.0,324,309,Transfer,2293923.6,POS,Successful,2025-12-24 04:40:27
2857.0,758,50,,2872685.89,POS,Failed,2024-08-14 21:53:32
2858.0,629,465,,3716462.65,ATM,Successful,2025-07-05 08:16:01
2859.0,605,160,,30521.63,,Successful,2026-01-24 02:36:08
2860.0,736,540,Transfer,1022523.44,ATM,,2025-08-14 17:49:02
2861.0,755,208,Transfer,4045374.36,,Failed,2025-09-06 19:10:16
2862.0,102,543,Transfer,2270919.21,POS,Failed,2024-08-15 22:28:51
2863.0,148,415,,2978725.49,MOBILE BANKING,,2025-07-04 15:21:15
2864.0,28,79,Deposit,4073769.11,POS,Failed,2026-03-14 06:43:53
2865.0,465,413,Transfer,2801106.67,ATM,Successful,2024-07-14 18:10:50
2866.0,575,482,,3064715.66,ATM,,2025-12-12 02:20:20
2867.0,625,210,Transfer,4228457.03,ATM,,2025-01-08 22:58:00
2868.0,383,11,Deposit,1197698.73,,Successful,2025-12-06 03:12:02
2869.0,285,196,Transfer,3972994.57,,Successful,2024-10-03 01:32:58
2870.0,470,200,Deposit,4964839.74,MOBILE BANKING,,2025-12-07 09:26:37
2871.0,8,467,,2925065.36,ATM,Successful,2026-01-31 07:11:22
2872.0,27,438,Withdrawal,1298803.02,ATM,Successful,2025-05-04 17:07:40
2873.0,599,326,,699210.87,,Successful,2025-02-04 19:38:53
2874.0,295,285,Deposit,3873133.43,POS,Successful,2024-09-25 12:45:51
2875.0,49,197,Deposit,2552013.42,MOBILE BANKING,Successful,2025-09-03 00:58:53
2876.0,84,106,,497581.8,POS,Failed,2024-11-17 06:59:15
2877.0,778,242,,3714525.16,,Successful,2025-04-04 01:17:09
2878.0,444,81,Withdrawal,582394.47,MOBILE BANKING,,2025-08-02 00:39:01
2879.0,722,12,Transfer,3849770.12,MOBILE BANKING,Failed,2025-02-20 14:49:02
2880.0,412,33,,2306877.48,ATM,Successful,2024-05-15 10:49:17
2881.0,214,156,Deposit,3239961.73,POS,Successful,2024-06-23 15:32:44
2882.0,287,450,Deposit,2670011.37,ATM,Failed,2024-07-14 21:01:24
2883.0,478,503,,4403065.27,,Successful,2025-03-03 15:39:18
2884.0,367,187,Deposit,2692884.41,ATM,Successful,2024-08-25 09:36:51
2885.0,271,423,,2342270.9,ATM,,2025-04-21 07:43:14
2886.0,338,578,Deposit,2581927.95,ATM,,2026-01-12 21:50:04
2887.0,149,573,Deposit,2907356.13,MOBILE BANKING,Successful,2024-09-13 16:51:40
2888.0,212,486,Withdrawal,148648.53,ATM,Successful,2025-11-26 18:52:59
2889.0,532,92,Transfer,2690948.77,ATM,Successful,2025-04-02 14:01:53
2890.0,162,426,Transfer,273723.41,,Successful,2024-12-20 20:13:44
2891.0,209,33,,4203929.41,MOBILE BANKING,Failed,2025-02-27 18:59:30
2892.0,213,147,Transfer,307717.07,ATM,,2024-09-01 17:53:46
2893.0,100,545,,3417245.99,ATM,Successful,2025-10-10 04:11:49
2894.0,377,393,,2321284.77,MOBILE BANKING,Failed,2025-05-31 05:44:57
2895.0,483,235,Withdrawal,4060123.47,ATM,Successful,2025-12-16 14:03:16
2896.0,270,381,Deposit,1293760.74,POS,Failed,2024-08-03 10:21:09
2897.0,559,75,Transfer,1365488.09,MOBILE BANKING,Successful,2026-02-08 10:15:30
2898.0,71,446,,2551129.04,,Failed,2024-07-29 17:21:30
2899.0,702,577,Transfer,480122.8,MOBILE BANKING,Successful,2024-10-30 16:22:57
2900.0,657,455,Transfer,2422078.29,ATM,,2025-04-30 23:08:52
2901.0,9,261,Deposit,2178308.45,ATM,Failed,2024-08-20 21:52:07
2902.0,450,251,,4979468.07,,,2024-10-16 22:06:38
2903.0,227,54,Deposit,2348039.19,MOBILE BANKING,,2025-01-29 02:07:43
2904.0,709,553,Transfer,1314483.3,POS,Failed,2026-02-21 10:58:55
2905.0,201,434,Deposit,438751.99,,Failed,2025-05-02 18:46:19
2906.0,696,97,Withdrawal,685671.01,ATM,,2025-06-24 18:24:09
2907.0,769,546,Deposit,4147964.02,ATM,Successful,2025-04-16 19:05:47
2908.0,790,354,Withdrawal,2596549.8,ATM,Successful,2025-03-07 03:21:33
2909.0,638,264,Transfer,325711.99,POS,,2024-09-05 18:37:37
2910.0,288,96,Transfer,3533465.65,ATM,,2024-11-19 04:00:59
2911.0,574,330,,1697066.75,MOBILE BANKING,Successful,2025-12-22 14:18:08
2912.0,286,416,,3761654.93,,,2025-06-08 11:55:19
2913.0,693,289,Withdrawal,4350056.12,MOBILE BANKING,,2024-07-23 03:41:12
2914.0,396,56,,207869.91,POS,Successful,2024-10-28 16:51:14
2915.0,612,8,Withdrawal,4265867.01,ATM,Failed,2025-07-23 03:29:56
2916.0,263,227,Deposit,3998188.32,ATM,,2024-05-19 00:39:20
2917.0,444,378,,2337909.16,ATM,Successful,2026-04-24 13:43:12
2918.0,671,301,Deposit,4692524.8,ATM,,2025-11-12 07:57:58
2919.0,136,7,Transfer,3031192.28,POS,Failed,2025-05-14 04:02:16
2920.0,661,15,Deposit,2137187.56,ATM,Successful,2024-12-24 00:25:05
2921.0,346,107,Deposit,4037013.76,,Successful,2025-05-11 17:38:26
2922.0,229,91,,796144.27,MOBILE BANKING,Failed,2026-01-28 23:41:41
2923.0,631,322,Deposit,431187.51,POS,Successful,2024-11-26 12:00:05
2924.0,450,42,Transfer,1345885.06,POS,Successful,2025-02-08 02:09:05
2925.0,467,563,Transfer,968323.79,MOBILE BANKING,,2024-10-26 03:07:33
2926.0,513,337,Deposit,264245.65,POS,,2026-05-08 14:29:24
2927.0,220,5,Deposit,3494794.78,MOBILE BANKING,,2024-06-18 01:06:48
2928.0,611,451,Withdrawal,3872305.61,ATM,Successful,2026-01-30 02:51:50
2929.0,192,462,Deposit,4710475.87,POS,Successful,2024-06-26 11:18:03
2930.0,497,190,,4387994.7,MOBILE BANKING,Successful,2025-04-23 17:10:30
2931.0,208,484,Transfer,2885892.35,ATM,,2025-06-16 06:40:51
2932.0,464,230,,4415123.95,,Successful,2024-11-25 08:27:46
2933.0,486,506,Deposit,3969570.29,ATM,Failed,2025-03-31 08:44:50
2934.0,541,392,,1385881.12,ATM,Successful,2026-01-08 05:38:30
2935.0,489,137,Transfer,1896730.59,MOBILE BANKING,Successful,2024-05-11 17:28:35
2936.0,126,477,,1403870.51,ATM,,2024-06-26 04:55:51
2937.0,132,149,Withdrawal,24051.5,MOBILE BANKING,Successful,2025-10-23 06:58:22
2938.0,420,522,Deposit,3780184.12,,Failed,2025-07-28 01:47:50
2939.0,479,12,Deposit,2293092.45,ATM,,2024-08-08 04:18:53
2940.0,674,15,Withdrawal,1265217.06,,Failed,2025-10-12 22:34:49
2941.0,642,93,,2000224.15,POS,Successful,2025-12-15 03:39:50
,648,367,Transfer,2842565.65,ATM,Successful,2026-03-13 19:23:31
2943.0,590,477,Deposit,913767.77,ATM,,2026-04-03 20:53:22
2944.0,209,345,Transfer,4272644.12,,Successful,2026-01-26 14:21:17
2945.0,362,257,Transfer,2971867.86,ATM,Successful,2024-10-28 11:31:54
2946.0,270,600,Deposit,2923643.82,POS,Successful,2024-10-16 23:00:02
2947.0,284,168,,2800054.68,,,2025-09-07 19:29:38
2948.0,25,594,Deposit,4664051.85,MOBILE BANKING,Successful,2025-07-06 20:11:13
2949.0,257,508,Transfer,570213.19,POS,Successful,2025-11-29 08:46:06
2950.0,508,367,Withdrawal,3020437.35,,Successful,2025-03-21 12:56:17
2951.0,712,582,Deposit,4378342.51,MOBILE BANKING,Successful,2025-01-04 16:58:13
2952.0,159,217,Withdrawal,428187.39,POS,Successful,2024-05-30 18:58:28
2953.0,491,99,Deposit,4882870.38,ATM,,2025-02-16 18:28:12
2954.0,573,495,Deposit,1151089.46,,Successful,2024-09-21 20:48:12
2955.0,670,256,Transfer,3442388.99,MOBILE BANKING,Successful,2026-01-19 11:54:20
2956.0,112,354,Withdrawal,4077853.13,,Failed,2024-08-02 14:14:02
2957.0,295,167,Transfer,2393765.93,MOBILE BANKING,Successful,2025-04-03 20:19:03
2958.0,432,384,Withdrawal,1915474.16,POS,Successful,2025-05-29 07:21:15
2959.0,442,406,,1915209.41,MOBILE BANKING,Successful,2025-02-22 00:09:35
2960.0,96,4,Withdrawal,3216520.49,ATM,,2025-10-09 22:12:16
2961.0,403,140,,4185707.68,POS,Successful,2024-08-22 22:54:43
2962.0,563,68,Deposit,2835818.49,ATM,Successful,2025-01-14 22:19:15
2963.0,568,147,,41573.31,,Failed,2026-01-27 15:22:11
2964.0,771,222,Deposit,793164.55,POS,Successful,2024-06-27 10:26:35
2965.0,349,301,Withdrawal,1346661.42,MOBILE BANKING,,2024-09-25 21:14:13
2966.0,445,3,Deposit,4160390.57,ATM,Successful,2025-05-13 02:19:23
2967.0,157,87,Deposit,236867.51,,Successful,2024-11-14 17:38:07
2968.0,601,475,Withdrawal,134654.65,ATM,,2026-03-23 03:35:32
2969.0,46,162,Transfer,1859022.32,POS,Failed,2024-10-16 11:00:37
2970.0,370,598,Withdrawal,2327716.64,POS,Failed,2025-11-14 15:24:22
2971.0,728,541,Transfer,4241012.53,POS,,2024-07-13 05:17:29
2972.0,453,80,,1438562.09,,Successful,2025-03-11 12:09:28
2973.0,548,342,Deposit,3052437.39,POS,Successful,2025-01-01 22:58:25
2974.0,689,20,Withdrawal,4140777.49,,,2025-12-14 16:05:35
2975.0,717,287,Transfer,3850806.19,,Failed,2025-03-21 21:00:18
2976.0,477,524,Transfer,3349111.51,MOBILE BANKING,Successful,2026-02-26 04:39:01
2977.0,741,93,,3906037.75,ATM,Successful,2025-06-02 07:44:19
2978.0,771,269,Deposit,1659775.9,MOBILE BANKING,Successful,2025-04-30 02:36:35
2979.0,333,264,Withdrawal,1344020.66,POS,Successful,2026-02-27 12:00:32
2980.0,717,593,Deposit,105844.34,,Failed,2024-06-17 22:16:55
2981.0,573,479,,36725.26,MOBILE BANKING,,2026-01-28 07:00:19
2982.0,653,285,,824432.34,MOBILE BANKING,Successful,2026-01-09 22:20:17
2983.0,336,321,Deposit,1309656.87,MOBILE BANKING,Successful,2025-09-07 05:35:37
2984.0,121,269,Withdrawal,3618435.6,POS,Successful,2026-04-06 00:24:38
2985.0,427,223,Withdrawal,159193.61,MOBILE BANKING,Failed,2025-04-16 16:17:50
2986.0,62,448,Withdrawal,2515467.82,,Successful,2025-06-11 11:02:47
2987.0,218,414,,2388008.45,,Successful,2024-10-08 19:35:14
2988.0,304,98,Deposit,4293705.93,POS,Failed,2025-09-01 08:10:30
2989.0,20,222,,4577787.52,MOBILE BANKING,Successful,2025-04-08 20:25:03
2990.0,729,477,Deposit,625772.88,ATM,,2026-01-17 00:53:06
2991.0,713,254,Deposit,4667031.13,MOBILE BANKING,Failed,2025-06-08 02:19:37
2992.0,640,149,Withdrawal,1450916.97,ATM,,2025-02-17 10:49:06
2993.0,329,202,Withdrawal,1107463.16,ATM,Successful,2025-08-08 21:03:12
2994.0,621,352,Deposit,1726972.55,ATM,Successful,2024-08-03 00:11:07
2995.0,468,231,Deposit,715832.2,,,2025-03-23 23:08:08
2996.0,425,94,Withdrawal,1879169.42,,Successful,2026-03-16 09:56:02
2997.0,388,114,Transfer,4415786.38,POS,Successful,2024-05-30 03:22:58
2998.0,632,86,,2693651.6,MOBILE BANKING,Successful,2026-01-25 05:36:45
2999.0,800,119,Deposit,260482.76,MOBILE BANKING,,2025-08-24 04:37:18
3000.0,505,551,Withdrawal,2319704.86,POS,Successful,2026-01-05 19:29:39
3001.0,427,100,Withdrawal,701558.95,,,2026-03-04 12:40:42
3002.0,628,251,Withdrawal,1246216.96,ATM,Successful,2025-09-28 03:49:34
3003.0,743,94,Deposit,1985899.47,ATM,Successful,2025-04-18 22:28:49
3004.0,309,39,Deposit,2676923.56,ATM,Successful,2024-12-14 22:21:44
3005.0,686,342,Deposit,1882471.94,ATM,Successful,2025-07-14 10:28:03
3006.0,115,127,Deposit,2297344.69,ATM,Failed,2025-12-17 06:59:23
3007.0,68,364,Deposit,1759543.16,ATM,Successful,2026-02-13 01:17:04
,408,274,Deposit,4690485.07,ATM,,2024-07-12 03:09:15
3009.0,592,524,Transfer,281265.42,MOBILE BANKING,Successful,2024-06-08 23:44:39
3010.0,1,32,Deposit,3005982.66,ATM,Successful,2025-04-12 03:10:50
3011.0,3,591,Deposit,3672786.18,ATM,Successful,2025-03-23 13:03:49
3012.0,700,528,Deposit,1756044.4,POS,Successful,2026-02-01 05:11:02
3013.0,222,530,Deposit,1433011.62,,Successful,2025-01-08 17:58:12
3014.0,57,163,Deposit,3931529.69,ATM,Successful,2025-12-05 15:35:47
3015.0,671,539,Deposit,3695924.49,MOBILE BANKING,,2025-08-01 03:54:51
3016.0,668,160,Deposit,451014.78,,Successful,2026-02-19 07:17:49
3017.0,130,182,Withdrawal,4600219.83,,Successful,2024-12-27 16:06:17
3018.0,420,383,Transfer,1691011.02,,,2024-09-30 20:22:49
3019.0,601,449,Withdrawal,3730140.04,,Successful,2025-07-27 22:02:06
3020.0,79,7,,2792909.66,ATM,Successful,2025-06-15 00:31:28
3021.0,753,466,Transfer,2522578.2,POS,Successful,2026-04-06 08:55:10
3022.0,205,93,Transfer,1320023.81,ATM,Successful,2025-05-25 17:02:27
,48,297,,2839410.87,ATM,Failed,2024-12-16 09:47:04
3024.0,793,394,Deposit,3405819.91,MOBILE BANKING,,2025-02-21 02:19:32
3025.0,145,383,Withdrawal,4355398.88,ATM,,2026-03-26 06:38:04
3026.0,798,18,,2013155.9,ATM,,2024-11-24 21:42:47
3027.0,161,206,Deposit,3336461.18,MOBILE BANKING,Successful,2024-09-14 01:43:20
3028.0,71,273,Withdrawal,4524857.04,,Successful,2025-09-23 07:37:54
3029.0,225,61,,4378241.77,MOBILE BANKING,,2025-04-11 14:45:59
3030.0,121,427,Withdrawal,3023055.91,ATM,,2025-05-25 18:58:29
3031.0,83,513,Transfer,2836175.31,ATM,Successful,2025-04-08 12:26:31
3032.0,393,99,Deposit,935563.42,ATM,Successful,2024-06-11 15:09:50
3033.0,533,419,Deposit,307320.93,,Successful,2025-11-30 20:40:53
3034.0,373,515,Transfer,3566417.13,POS,Successful,2025-04-18 06:12:12
3035.0,107,39,Withdrawal,3830012.25,POS,Successful,2026-01-11 16:41:43
3036.0,101,258,Deposit,2917626.25,POS,,2025-01-22 08:43:47
3037.0,688,497,,4916993.07,MOBILE BANKING,Successful,2024-06-07 03:41:38
3038.0,262,433,Withdrawal,4221547.09,MOBILE BANKING,Failed,2025-11-08 20:11:41
3039.0,130,527,Deposit,4570635.45,MOBILE BANKING,Failed,2026-02-03 18:04:29
3040.0,609,232,Deposit,3829741.2,POS,Failed,2025-06-15 23:24:53
3041.0,237,96,,440166.97,POS,Successful,2025-10-24 20:00:40
3042.0,797,556,Deposit,1176548.4,,Failed,2025-05-21 07:56:07
3043.0,94,178,,3815847.51,MOBILE BANKING,Successful,2025-01-03 16:34:35
3044.0,191,227,Withdrawal,3737593.99,ATM,Successful,2024-09-18 03:00:13
3045.0,600,516,Withdrawal,3495677.61,,,2024-08-31 15:29:05
3046.0,56,404,Deposit,4006075.97,POS,,2025-06-21 03:50:42
3047.0,96,186,,2332402.72,ATM,Failed,2026-02-09 09:37:23
3048.0,785,49,Deposit,1956795.98,MOBILE BANKING,Successful,2026-04-04 23:55:53
3049.0,100,121,Deposit,3676377.22,POS,,2025-11-15 05:41:48
3050.0,426,450,Deposit,2810412.15,,Failed,2025-01-28 07:28:07
3051.0,275,111,Transfer,4065454.91,POS,,2026-01-13 01:00:03
3052.0,32,125,,2719292.22,MOBILE BANKING,Successful,2024-09-01 18:49:45
3053.0,114,131,Withdrawal,2304649.87,MOBILE BANKING,Failed,2024-08-30 21:29:11
3054.0,343,451,Deposit,1025084.92,ATM,Successful,2026-04-08 20:17:09
3055.0,365,85,Deposit,1289648.39,POS,Successful,2024-11-14 22:06:45
3056.0,13,14,Transfer,2097221.69,,Successful,2025-06-04 22:06:07
3057.0,366,3,Withdrawal,4767117.09,,,2025-03-21 07:08:50
3058.0,633,253,Transfer,2901637.0,ATM,Successful,2024-10-20 08:57:41
3059.0,235,57,,819805.82,POS,Successful,2024-06-14 07:02:35
3060.0,81,145,Deposit,3272164.83,POS,,2026-01-11 14:30:10
3061.0,713,485,Withdrawal,685534.11,ATM,Successful,2024-07-03 11:54:15
3062.0,792,523,Deposit,4265617.93,ATM,,2025-09-14 12:47:28
3063.0,59,341,Deposit,672840.32,,,2024-10-23 14:09:30
3064.0,238,409,,2225749.08,,Successful,2025-03-03 16:34:22
3065.0,564,589,,2350510.39,ATM,,2025-05-31 12:56:43
3066.0,229,367,,2116061.2,ATM,Failed,2025-06-08 13:04:25
3067.0,400,220,Transfer,4538516.74,POS,Successful,2026-02-12 16:50:05
3068.0,584,574,Transfer,2528437.09,ATM,Successful,2025-09-25 08:56:36
3069.0,152,461,,2257505.81,POS,,2025-01-13 22:32:07
3070.0,405,513,Deposit,4779964.07,,Failed,2026-03-23 18:00:08
3071.0,441,524,Deposit,4926723.33,,,2024-08-11 16:32:56
3072.0,418,162,Deposit,4957606.79,MOBILE BANKING,Failed,2025-03-07 00:03:55
3073.0,532,475,Deposit,3555201.78,,Successful,2025-08-28 21:21:44
3074.0,665,505,Transfer,391039.82,POS,Failed,2024-12-08 03:10:30
3075.0,494,561,,4709870.55,ATM,Failed,2024-10-04 11:24:02
3076.0,409,282,,50858.88,ATM,Successful,2026-01-17 10:04:57
3077.0,418,509,Deposit,455552.86,ATM,Successful,2025-05-06 10:38:57
3078.0,330,398,Deposit,2718846.3,POS,Failed,2024-11-07 23:09:53
3079.0,625,235,Transfer,1327128.49,ATM,,2025-07-30 02:03:58
3080.0,567,535,,1346823.8,,Successful,2024-07-31 07:21:56
3081.0,616,411,,680181.54,MOBILE BANKING,Failed,2025-07-18 15:01:55
3082.0,368,224,Withdrawal,4421332.88,ATM,Successful,2024-06-25 04:58:35
3083.0,300,99,Transfer,3863542.41,POS,Failed,2025-03-18 14:19:31
3084.0,70,498,Deposit,4174806.68,MOBILE BANKING,Successful,2025-08-04 03:51:23
3085.0,368,313,,2926278.75,MOBILE BANKING,,2024-05-24 20:07:01
3086.0,242,122,,113531.91,,Successful,2024-11-07 12:46:21
3087.0,256,375,Deposit,4731448.82,ATM,Failed,2025-01-26 12:53:13
3088.0,747,137,Transfer,4026922.36,,,2025-11-05 15:52:33
3089.0,618,100,Withdrawal,680315.99,ATM,,2026-02-22 22:07:20
3090.0,186,460,Deposit,452347.79,POS,Successful,2025-09-12 23:57:44
3091.0,130,591,Transfer,4785666.07,MOBILE BANKING,Successful,2024-10-07 20:14:19
3092.0,760,510,Deposit,530962.12,POS,Successful,2025-06-02 06:19:53
3093.0,400,490,Withdrawal,378132.39,MOBILE BANKING,Failed,2025-03-19 01:22:09
3094.0,1,440,,2121701.21,,Successful,2025-11-16 16:04:52
3095.0,113,387,Withdrawal,2810848.12,ATM,Failed,2025-11-18 19:25:59
3096.0,282,172,Deposit,1038740.71,ATM,Successful,2026-03-20 18:58:49
3097.0,77,143,Deposit,2052331.65,MOBILE BANKING,Successful,2024-05-23 19:10:20
3098.0,455,213,Transfer,1045919.41,,Failed,2025-05-19 05:33:10
3099.0,601,166,Deposit,597350.66,ATM,Successful,2025-09-25 13:33:12
3100.0,753,287,Transfer,3940027.48,MOBILE BANKING,Failed,2024-10-26 19:34:55
3101.0,381,522,Withdrawal,4367457.02,MOBILE BANKING,Successful,2025-12-27 13:32:07
3102.0,400,39,Withdrawal,3322762.37,MOBILE BANKING,Failed,2025-02-10 23:44:15
3103.0,724,141,Transfer,2992926.1,ATM,Successful,2026-04-19 03:24:59
3104.0,134,470,,1318320.45,POS,Failed,2025-06-10 06:21:55
3105.0,73,178,Transfer,3429577.41,POS,Failed,2025-12-05 11:53:52
3106.0,695,561,,3630524.05,ATM,Failed,2025-05-07 21:36:26
3107.0,170,153,Withdrawal,382674.61,,,2024-10-05 13:38:07
3108.0,681,518,Withdrawal,4380973.16,POS,Failed,2025-10-27 14:53:42
3109.0,576,225,,1847070.09,,Successful,2025-02-27 10:03:39
3110.0,97,473,Withdrawal,1166906.23,ATM,Successful,2025-12-07 14:10:07
3111.0,590,427,Withdrawal,3265703.35,ATM,Successful,2025-10-28 22:45:21
3112.0,375,367,Transfer,2181645.75,ATM,Successful,2026-02-13 12:18:14
3113.0,521,353,,4763118.91,,Successful,2025-01-30 21:41:26
3114.0,648,579,Deposit,4257659.55,ATM,Successful,2026-02-22 06:11:04
3115.0,548,334,,59288.19,ATM,Successful,2024-05-12 14:47:00
3116.0,494,85,Deposit,3988276.87,ATM,,2026-01-14 18:40:49
3117.0,673,371,,1441952.87,MOBILE BANKING,,2026-03-23 01:22:16
3118.0,798,69,Deposit,2931385.63,,,2024-07-16 02:24:33
3119.0,704,458,Withdrawal,2930892.09,ATM,Failed,2025-11-21 11:56:18
3120.0,495,293,Withdrawal,1507915.91,MOBILE BANKING,Successful,2025-09-07 10:29:57
3121.0,651,253,Transfer,1918077.83,POS,Failed,2024-09-19 04:56:47
3122.0,730,99,Deposit,1148449.6,ATM,Failed,2026-03-28 11:04:02
3123.0,754,512,Deposit,806861.64,ATM,Failed,2024-11-17 01:23:02
3124.0,647,356,Deposit,3349800.34,,Successful,2024-05-28 18:44:31
3125.0,531,510,Deposit,1189489.54,POS,Successful,2025-02-16 19:12:00
,215,567,Deposit,447537.81,POS,Failed,2025-01-30 20:53:25
3127.0,112,299,,2861932.16,MOBILE BANKING,,2026-03-05 08:24:36
3128.0,666,6,Transfer,4178921.04,POS,Successful,2025-07-14 08:41:10
3129.0,99,124,Deposit,3921707.7,MOBILE BANKING,Failed,2024-10-14 07:39:05
3130.0,60,223,Withdrawal,2848255.2,ATM,Failed,2025-10-27 06:19:36
,684,147,Transfer,3931923.56,ATM,Successful,2025-06-17 00:04:51
3132.0,603,335,,539690.46,ATM,,2026-02-14 11:31:43
3133.0,604,67,Deposit,2266045.71,POS,,2024-12-28 20:42:00
3134.0,74,57,Transfer,2507998.92,MOBILE BANKING,Failed,2026-02-22 20:41:38
3135.0,673,340,,4253527.85,ATM,,2024-10-13 16:37:04
3136.0,517,197,,823380.6,,Successful,2025-07-14 18:53:58
3137.0,730,560,Withdrawal,887003.46,MOBILE BANKING,Failed,2025-01-02 23:15:52
3138.0,210,262,Withdrawal,4160583.98,MOBILE BANKING,,2026-04-09 05:11:24
3139.0,462,351,Transfer,3195503.37,ATM,Successful,2025-02-03 02:32:01
3140.0,690,456,Transfer,1468253.64,POS,Failed,2026-03-30 10:43:27
3141.0,771,77,Deposit,1437872.25,MOBILE BANKING,Failed,2025-01-20 10:51:09
3142.0,496,422,,1438363.83,ATM,Failed,2024-09-09 23:30:33
3143.0,357,253,,3271859.0,POS,Failed,2025-03-31 07:13:16
3144.0,696,550,Deposit,2631294.97,MOBILE BANKING,Failed,2025-06-06 08:43:04
3145.0,293,392,,1956087.29,ATM,Successful,2024-11-19 08:46:24
